Scientific,TipLabel,English,Taxonomy,Patch Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc,Jarvis_patch,Jarvis_superorder,Notes
Momotus momota,Momotus_momota,Blue-crowned Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Momotus mexicanus,Momotus_mexicanus,Russet-crowned Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Momotus aequatorialis,Momotus_aequatorialis,Andean Motmot,IOC27,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Baryphthengus ruficapillus,Baryphthengus_ruficapillus,Rufous-capped Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Baryphthengus martii,Baryphthengus_martii,Rufous Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Aspatha gularis,Aspatha_gularis,Blue-throated Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Hylomanes momotula,Hylomanes_momotula,Tody Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Eumomota superciliosa,Eumomota_superciliosa,Turquoise-browed Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Electron platyrhynchum,Electron_platyrhynchum,Broad-billed Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Electron carinatum,Electron_carinatum,Keel-billed Motmot,BL3,Motmotidae,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Todus multicolor,Todus_multicolor,Cuban Tody,BL3,Todidae,Todidae,Todies,86,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Todus todus,Todus_todus,Jamaican Tody,BL3,Todidae,Todidae,Todies,86,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Todus subulatus,Todus_subulatus,Broad-billed Tody,BL3,Todidae,Todidae,Todies,86,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Todus mexicanus,Todus_mexicanus,Puerto Rican Tody,BL3,Todidae,Todidae,Todies,86,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Todus angustirostris,Todus_angustirostris,Narrow-billed Tody,BL3,Todidae,Todidae,Todies,86,CORACIIFORMES,NONPASSERIFORMES,Bee-eaters,Coraciimorphae,
Neotis ludwigii,Neotis_ludwigii,Ludwig's Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Neotis heuglinii,Neotis_heuglinii,Heuglin's Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Neotis denhami,Neotis_denhami,Denham's Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Neotis nuba,Neotis_nuba,Nubian Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Otis tarda,Otis_tarda,Great Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Tetrax tetrax,Tetrax_tetrax,Little Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Sypheotides indicus,Sypheotides_indicus,Lesser Florican,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Chlamydotis undulata,Chlamydotis_undulata,Houbara Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Ardeotis arabs,Ardeotis_arabs,Arabian Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Ardeotis australis,Ardeotis_australis,Australian Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Ardeotis kori,Ardeotis_kori,Kori Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Ardeotis nigriceps,Ardeotis_nigriceps,Great Indian Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis vigorsii,Eupodotis_vigorsii,Karoo Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis rueppellii,Eupodotis_rueppellii,Rueppell's Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis savilei,Eupodotis_savilei,Savile's Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis ruficrista,Eupodotis_ruficrista,Red-crested Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis senegalensis,Eupodotis_senegalensis,White-bellied Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis melanogaster,Eupodotis_melanogaster,Black-bellied Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis humilis,Eupodotis_humilis,Little Brown Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis hartlaubii,Eupodotis_hartlaubii,Hartlaub's Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis gindiana,Eupodotis_gindiana,Buff-crested Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis caerulescens,Eupodotis_caerulescens,Blue Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis afraoides,Eupodotis_afraoides,White-quilled Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Eupodotis afra,Eupodotis_afra,Black Bustard,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Houbaropsis bengalensis,Houbaropsis_bengalensis,Bengal Florican,BL3,Otididae,Otididae,Bustards,37,OTIDIFORMES,NONPASSERIFORMES,Bustards,Otidimorphae,
Phalacrocorax coronatus,Phalacrocorax_coronatus,Crowned Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax brasilianus,Phalacrocorax_brasilianus,Neotropic Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax colensoi,Phalacrocorax_colensoi,Auckland Islands Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax fuscescens,Phalacrocorax_fuscescens,Black-faced Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax carunculatus,Phalacrocorax_carunculatus,New Zealand King Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax carbo,Phalacrocorax_carbo,Great Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax capillatus,Phalacrocorax_capillatus,Japanese Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax urile,Phalacrocorax_urile,Red-faced Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax campbelli,Phalacrocorax_campbelli,Campbell Island Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax featherstoni,Phalacrocorax_featherstoni,Pitt Island Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax bougainvillii,Phalacrocorax_bougainvillii,Guanay Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax auritus,Phalacrocorax_auritus,Double-crested Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax atriceps,Phalacrocorax_atriceps,Imperial Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax aristotelis,Phalacrocorax_aristotelis,European Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax africanus,Phalacrocorax_africanus,Reed Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax varius,Phalacrocorax_varius,Large Pied Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax capensis,Phalacrocorax_capensis,Cape Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax nigrogularis,Phalacrocorax_nigrogularis,Socotra Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax sulcirostris,Phalacrocorax_sulcirostris,Little Black Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax ranfurlyi,Phalacrocorax_ranfurlyi,Bounty Islands Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax pygmeus,Phalacrocorax_pygmeus,Pygmy Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax punctatus,Phalacrocorax_punctatus,Spotted Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax penicillatus,Phalacrocorax_penicillatus,Brandt's Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax pelagicus,Phalacrocorax_pelagicus,Pelagic Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax chalconotus,Phalacrocorax_chalconotus,Stewart Island Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax onslowi,Phalacrocorax_onslowi,Chatham Islands Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax fuscicollis,Phalacrocorax_fuscicollis,Indian Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax niger,Phalacrocorax_niger,Little Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax neglectus,Phalacrocorax_neglectus,Bank Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax melanoleucos,Phalacrocorax_melanoleucos,Little Pied Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax magellanicus,Phalacrocorax_magellanicus,Rock Shag,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax harrisi,Phalacrocorax_harrisi,Flightless Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Phalacrocorax gaimardi,Phalacrocorax_gaimardi,Red-legged Cormorant,BL3,Phalacrocoracidae,Phalacrocoracidae,Cormorants,32,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,
Anhinga rufa,Anhinga_rufa,African Darter,BL3,Anhingidae,Anhingidae,Anhingas,33,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Anhinga anhinga,Anhinga_anhinga,Anhinga,BL3,Anhingidae,Anhingidae,Anhingas,33,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Anhinga novaehollandiae,Anhinga_novaehollandiae,Australian Darter,BL3,Anhingidae,Anhingidae,Anhingas,33,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Anhinga melanogaster,Anhinga_melanogaster,Oriental Darter,BL3,Anhingidae,Anhingidae,Anhingas,33,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Fregata magnificens,Fregata_magnificens,Magnificent Frigatebird,BL3,Fregatidae,Fregatidae,Frigatebirds,27,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Fregata minor,Fregata_minor,Greater Frigatebird,BL3,Fregatidae,Fregatidae,Frigatebirds,27,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Fregata aquila,Fregata_aquila,Ascension Frigatebird,BL3,Fregatidae,Fregatidae,Frigatebirds,27,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Fregata ariel,Fregata_ariel,Lesser Frigatebird,BL3,Fregatidae,Fregatidae,Frigatebirds,27,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Fregata andrewsi,Fregata_andrewsi,Christmas Island Frigatebird,BL3,Fregatidae,Fregatidae,Frigatebirds,27,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Morus serrator,Morus_serrator,Australasian Gannet,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Papasula abbotti,Papasula_abbotti,Abbott's Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Morus bassanus,Morus_bassanus,Northern Gannet,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Morus capensis,Morus_capensis,Cape Gannet,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Sula variegata,Sula_variegata,Peruvian Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Sula sula,Sula_sula,Red-footed Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Sula dactylatra,Sula_dactylatra,Masked Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Sula leucogaster,Sula_leucogaster,Brown Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Sula nebouxii,Sula_nebouxii,Blue-footed Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Sula granti,Sula_granti,Nazca Booby,BL3,Sulidae,Sulidae,Gannets and boobies,31,SULIFORMES,NONPASSERIFORMES,Cormorants,Pelecanimorphae,not clear which Jarvis patch
Balearica pavonina,Balearica_pavonina,Black Crowned-crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Balearica regulorum,Balearica_regulorum,Grey Crowned-crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus virgo,Grus_virgo,Demoiselle Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus carunculatus,Grus_carunculatus,Wattled Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus americana,Grus_americana,Whooping Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus antigone,Grus_antigone,Sarus Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus japonensis,Grus_japonensis,Red-crowned Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus leucogeranus,Grus_leucogeranus,Siberian Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus monacha,Grus_monacha,Hooded Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus nigricollis,Grus_nigricollis,Black-necked Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus paradisea,Grus_paradisea,Blue Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus vipio,Grus_vipio,White-naped Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus canadensis,Grus_canadensis,Sandhill Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus rubicunda,Grus_rubicunda,Brolga,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Grus grus,Grus_grus,Common Crane,BL3,Gruidae,Gruidae,Cranes,45,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Psophia viridis,Psophia_viridis,Dark-winged Trumpeter,BL3,Psophidae,Psophiidae,Trumpeters,44,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Psophia leucoptera,Psophia_leucoptera,Pale-winged Trumpeter,BL3,Psophidae,Psophiidae,Trumpeters,44,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Psophia crepitans,Psophia_crepitans,Grey-winged Trumpeter,BL3,Psophidae,Psophiidae,Trumpeters,44,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina tricolor,Rallina_tricolor,Red-necked Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina rubra,Rallina_rubra,Chestnut Forest-rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus antarcticus,Rallus_antarcticus,Austral Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina leucospila,Rallina_leucospila,White-striped Forest-rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus longirostris,Rallus_longirostris,Clapper Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina forbesi,Rallina_forbesi,Forbes's Forest-rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porzana tabuensis,Porzana_tabuensis,Spotless Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porzana spiloptera,Porzana_spiloptera,Dot-winged Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porzana pusilla,Porzana_pusilla,Baillon's Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina mayri,Rallina_mayri,Mayr's Forest-rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus aquaticus,Rallus_aquaticus,Water Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus caerulescens,Rallus_caerulescens,African Water Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus limicola,Rallus_limicola,Virginia Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus madagascariensis,Rallus_madagascariensis,Madagascar Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus semiplumbeus,Rallus_semiplumbeus,Bogota Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus wetmorei,Rallus_wetmorei,Plain-flanked Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Pardirallus maculatus,Pardirallus_maculatus,Spotted Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Pardirallus nigricans,Pardirallus_nigricans,Blackish Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Pardirallus sanguinolentus,Pardirallus_sanguinolentus,Plumbeous Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porzana parva,Porzana_parva,Little Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallus elegans,Rallus_elegans,King Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Nesoclopeus woodfordi,Nesoclopeus_woodfordi,Woodford's Rail,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Neocrex colombiana,Neocrex_colombiana,Colombian Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porzana porzana,Porzana_porzana,Spotted Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Neocrex erythrops,Neocrex_erythrops,Paint-billed Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porzana paykullii,Porzana_paykullii,Band-bellied Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina canningi,Rallina_canningi,Andaman Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina eurizonoides,Rallina_eurizonoides,Slaty-legged Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Rallina fasciata,Rallina_fasciata,Red-legged Crake,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porphyrio alleni,Porphyrio_alleni,Allen's Gallinule,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porphyrio flavirostris,Porphyrio_flavirostris,Azure Gallinule,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porphyrio hochstetteri,Porphyrio_hochstetteri,Takahe,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
Porphyrio martinica,Porphyrio_martinica,Yellow-legged Gallinule,BL3,Rallidae,Rallidae,"Rails, crakes and allies",42,GRUIFORMES,NONPASSERIFORMES,Cranes,Cursorimorphae,
